#,Date & Time,Distance,Distance Total,GPS Seconds,Seconds Multiplier,Seconds,Latitude,Longitude,Video frames,Channel,MANGROVE,SALTMARSH,TERR TREES,GRASS,URBAN/ GARDEN,NONE,Natural,Gravel,ERODED,ACTIVE ERODED,STABLE,DEPOSITIONAL,Wall,Wooden,Rock,Cement,Tyre/ Other,Mangroves with protective wall,Boat Ramp,Open Drain,Drain/ Pipe,Jetty/ Wharf/ Pontoon,Bridge,Canal Entrance,Marina / Harbour,Groyne/ Baffle/ Gabion,Poles / Signs,Boardwalk,Litter,Tidal Wetland,Natural Terrestrial,Grazing,Cropping,Residential,Commercial / Industrial,Recreation/ Park,Roads,Dense,Medium,Sparse,Scattered,none,STUNTED,SHORT,MEDIUM,TALL,none,Few,Some,Many,Dense,MANGROVE PRESENCE,Species,Presence,Intensity,Dead,Cutting,Grazing,Storm Damage,Insect,Bats,Herbicide,Terrestrial PRESENCE,STUNTED,SHORT,MEDIUM,TALL,Dense,Medium,Sparse,Scattered,A few,Present,A few,#,Density,Height,Biomass,Biomass,Dieback,Dead Trees,Health,Erosion,Seedlings,Stability,MANGROVE SCORE,Bank Hardening,Point features,Adjacent landuse,MODIFICATION SCORE,BANK PROCESS,erosion,Bank Veg Density,Bank Veg Condition,OVERALL BANK SCORE,Dieback,Dead Trees,Health,Terr Density
839,19/08/10 10:51:37,4,3356,0:00:01,1,1,-27.45573,153.05137,4786,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,19/08/10 10:51:38,4,3360,0:00:01,1,1,-27.45569,153.05136,4787,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,19/08/10 10:51:39,4,3364,0:00:01,1,1,-27.45565,153.05135,4788,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,19/08/10 10:51:40,4,3368,0:00:01,1,1,-27.45561,153.05134,4789,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,19/08/10 10:51:41,4,3372,0:00:01,1,1,-27.45557,153.05132,4790,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,19/08/10 10:51:42,4,3376,0:00:01,1,1,-27.45552,153.05131,4791,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,19/08/10 10:51:43,4,3380,0:00:01,1,1,-27.45548,153.0513,4792,,,,,,,1,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,19/08/10 10:51:44,4,3384,0:00:01,1,1,-27.45544,153.05129,4793,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,19/08/10 10:51:45,4,3388,0:00:01,1,1,-27.4554,153.05128,4794,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,19/08/10 10:51:46,4,3392,0:00:01,1,1,-27.45536,153.05126,4795,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,19/08/10 10:51:47,4,3396,0:00:01,1,1,-27.45532,153.05125,4796,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,19/08/10 10:51:48,4,3400,0:00:01,1,1,-27.45528,153.05124,4797,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,19/08/10 10:51:49,4,3404,0:00:01,1,1,-27.45523,153.05122,4798,,,,,,,1,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,19/08/10 10:51:50,4,3408,0:00:01,1,1,-27.45519,153.05121,4799,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,19/08/10 10:51:51,4,3412,0:00:01,1,1,-27.45515,153.05119,4800,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,19/08/10 10:51:52,4,3416,0:00:01,1,1,-27.45511,153.05118,4801,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,19/08/10 10:51:53,4,3420,0:00:01,1,1,-27.45507,153.05116,4802,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,19/08/10 10:51:54,4,3424,0:00:01,1,1,-27.45503,153.05115,4803,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,19/08/10 10:51:55,4,3428,0:00:01,1,1,-27.45499,153.05113,4804,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,19/08/10 10:51:56,4,3432,0:00:01,1,1,-27.45495,153.05111,4805,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,19/08/10 10:51:57,4,3436,0:00:01,1,1,-27.45491,153.05109,4806,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,19/08/10 10:51:58,4,3440,0:00:01,1,1,-27.45487,153.05107,4807,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,19/08/10 10:51:59,4,3444,0:00:01,1,1,-27.45484,153.05105,4808,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,19/08/10 10:52:00,4,3448,0:00:01,1,1,-27.4548,153.05103,4809,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,19/08/10 10:52:01,4,3452,0:00:01,1,1,-27.45476,153.05101,4810,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,19/08/10 10:52:02,4,3456,0:00:01,1,1,-27.45472,153.05099,4811,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,19/08/10 10:52:03,4,3460,0:00:01,1,1,-27.45469,153.05098,4812,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,19/08/10 10:52:04,4,3464,0:00:01,1,1,-27.45465,153.05096,4813,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,19/08/10 10:52:05,4,3468,0:00:01,1,1,-27.45461,153.05094,4814,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,19/08/10 10:52:06,4,3472,0:00:01,1,1,-27.45458,153.05093,4815,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,19/08/10 10:52:07,4,3476,0:00:01,1,1,-27.45454,153.05091,4816,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,19/08/10 10:52:08,4,3480,0:00:01,1,1,-27.4545,153.0509,4817,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,19/08/10 10:52:09,4,3484,0:00:01,1,1,-27.45447,153.05088,4818,,,,,,,1,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,19/08/10 10:52:10,4,3488,0:00:01,1,1,-27.45443,153.05087,4819,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,19/08/10 10:52:11,4,3492,0:00:01,1,1,-27.4544,153.05085,4820,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,19/08/10 10:52:12,4,3496,0:00:01,1,1,-27.45436,153.05083,4821,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,19/08/10 10:52:13,4,3500,0:00:01,1,1,-27.45433,153.05082,4822,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,19/08/10 10:52:14,4,3504,0:00:01,1,1,-27.45429,153.0508,4823,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,19/08/10 10:52:15,4,3508,0:00:01,1,1,-27.45425,153.05079,4824,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,19/08/10 10:52:16,4,3512,0:00:01,1,1,-27.45422,153.05078,4825,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,19/08/10 10:52:17,4,3516,0:00:01,1,1,-27.45418,153.05076,4826,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,19/08/10 10:52:18,4,3520,0:00:01,1,1,-27.45415,153.05075,4827,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,19/08/10 10:52:19,4,3524,0:00:01,1,1,-27.45411,153.05073,4828,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,19/08/10 10:52:20,4,3528,0:00:01,1,1,-27.45407,153.05072,4829,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,19/08/10 10:52:21,4,3532,0:00:01,1,1,-27.45404,153.05071,4830,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,19/08/10 10:52:22,4,3536,0:00:01,1,1,-27.454,153.05069,4831,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,19/08/10 10:52:23,4,3540,0:00:01,1,1,-27.45396,153.05068,4832,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,19/08/10 10:52:24,4,3544,0:00:01,1,1,-27.45393,153.05067,4833,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,19/08/10 10:52:25,4,3548,0:00:01,1,1,-27.45389,153.05065,4834,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,19/08/10 10:52:26,4,3552,0:00:01,1,1,-27.45385,153.05064,4835,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,19/08/10 10:52:27,4,3556,0:00:01,1,1,-27.45382,153.05062,4836,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,19/08/10 10:52:28,4,3560,0:00:01,1,1,-27.45378,153.05061,4837,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,19/08/10 10:52:29,4,3564,0:00:01,1,1,-27.45375,153.0506,4838,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,19/08/10 10:52:30,4,3568,0:00:01,1,1,-27.45371,153.05058,4839,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,19/08/10 10:52:31,4,3572,0:00:01,1,1,-27.45367,153.05057,4840,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,19/08/10 10:52:32,4,3576,0:00:01,1,1,-27.45364,153.05056,4841,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,19/08/10 10:52:33,4,3580,0:00:01,1,1,-27.4536,153.05054,4842,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,19/08/10 10:52:34,4,3584,0:00:01,1,1,-27.45356,153.05053,4843,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,19/08/10 10:52:35,4,3588,0:00:01,1,1,-27.45353,153.05052,4844,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,19/08/10 10:52:36,4,3592,0:00:01,1,1,-27.45349,153.0505,4845,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,19/08/10 10:52:37,4,3596,0:00:01,1,1,-27.45346,153.05049,4846,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,19/08/10 10:52:38,4,3600,0:00:01,1,1,-27.45342,153.05048,4847,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,19/08/10 10:52:39,4,3604,0:00:01,1,1,-27.45339,153.05046,4848,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,19/08/10 10:52:40,4,3608,0:00:01,1,1,-27.45335,153.05045,4849,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,19/08/10 10:52:41,4,3612,0:00:01,1,1,-27.45331,153.05043,4850,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,19/08/10 10:52:42,4,3616,0:00:01,1,1,-27.45328,153.05042,4851,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,19/08/10 10:52:43,4,3620,0:00:01,1,1,-27.45324,153.05041,4852,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,19/08/10 10:52:44,4,3624,0:00:01,1,1,-27.45321,153.05039,4853,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,19/08/10 10:52:45,4,3628,0:00:01,1,1,-27.45317,153.05038,4854,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,19/08/10 10:52:46,4,3632,0:00:01,1,1,-27.45314,153.05037,4855,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,19/08/10 10:52:47,4,3636,0:00:01,1,1,-27.4531,153.05035,4856,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,19/08/10 10:52:48,4,3640,0:00:01,1,1,-27.45306,153.05034,4857,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,19/08/10 10:52:49,4,3644,0:00:01,1,1,-27.45303,153.05033,4858,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,19/08/10 10:52:50,4,3648,0:00:01,1,1,-27.45299,153.05031,4859,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,19/08/10 10:52:51,4,3652,0:00:01,1,1,-27.45295,153.0503,4860,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,19/08/10 10:52:52,4,3656,0:00:01,1,1,-27.45292,153.05029,4861,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,19/08/10 10:52:53,4,3660,0:00:01,1,1,-27.45288,153.05027,4862,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,19/08/10 10:52:54,4,3664,0:00:01,1,1,-27.45285,153.05026,4863,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,19/08/10 10:52:55,4,3668,0:00:01,1,1,-27.45281,153.05025,4864,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,19/08/10 10:52:56,4,3672,0:00:01,1,1,-27.45277,153.05024,4865,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,19/08/10 10:52:57,4,3676,0:00:01,1,1,-27.45274,153.05022,4866,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,19/08/10 10:52:58,4,3680,0:00:01,1,1,-27.4527,153.05021,4867,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,19/08/10 10:52:59,4,3684,0:00:01,1,1,-27.45266,153.0502,4868,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,19/08/10 10:53:00,4,3688,0:00:01,1,1,-27.45263,153.05018,4869,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,19/08/10 10:53:01,4,3692,0:00:01,1,1,-27.45259,153.05017,4870,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,19/08/10 10:53:02,4,3696,0:00:01,1,1,-27.45255,153.05016,4871,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,19/08/10 10:53:03,4,3700,0:00:01,1,1,-27.45252,153.05014,4872,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,19/08/10 10:53:04,4,3704,0:00:01,1,1,-27.45248,153.05013,4873,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
