#,Date & Time,Distance,Distance Total,GPS Seconds,Seconds Multiplier,Seconds,Latitude,Longitude,Video frames,Channel,MANGROVE,SALTMARSH,TERR TREES,GRASS,URBAN/ GARDEN,NONE,Natural,Gravel,ERODED,ACTIVE ERODED,STABLE,DEPOSITIONAL,Wall,Wooden,Rock,Cement,Tyre/ Other,Mangroves with protective wall,Boat Ramp,Open Drain,Drain/ Pipe,Jetty/ Wharf/ Pontoon,Bridge,Canal Entrance,Marina / Harbour,Groyne/ Baffle/ Gabion,Poles / Signs,Boardwalk,Litter,Tidal Wetland,Natural Terrestrial,Grazing,Cropping,Residential,Commercial / Industrial,Recreation/ Park,Dense,Medium,Sparse,Scattered,none,STUNTED,SHORT,MEDIUM,TALL,none,Few,Some,Many,Dense,MANGROVE PRESENCE,Species,Presence,Intensity,Dead,Cutting,Grazing,Storm Damage,Insect,Bats,Herbicide,Terrestrial PRESENCE,STUNTED,SHORT,MEDIUM,TALL,Dense,Medium,Sparse,Scattered,A few,Present,A few,#,Density,Height,Biomass,Biomass,Dieback,Dead Trees,Health,Erosion,Seedlings,Stability,MANGROVE SCORE,Bank Hardening,Point features,Adjacent landuse,MODIFICATION SCORE,BANK PROCESS,erosion,Bank Veg Density,Bank Veg Condition,OVERALL BANK SCORE,Dieback,Dead Trees,Health,Terr Density
935,19/08/10 13:28:03,9,8422,0:00:02,2,2,-27.44238,153.1096,10827,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,19/08/10 13:28:05,9,8431,0:00:02,2,2,-27.44242,153.10952,10829,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,19/08/10 13:28:07,9,8440,0:00:02,2,2,-27.44246,153.10944,10831,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,19/08/10 13:28:09,9,8449,0:00:02,2,2,-27.44251,153.10937,10833,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,19/08/10 13:28:11,9,8458,0:00:02,2,2,-27.44255,153.10929,10835,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,19/08/10 13:28:13,9,8467,0:00:02,2,2,-27.44259,153.10922,10837,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,19/08/10 13:28:15,9,8476,0:00:02,2,2,-27.44264,153.10914,10839,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,19/08/10 13:28:17,9,8485,0:00:02,2,2,-27.44268,153.10906,10841,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,19/08/10 13:28:19,9,8494,0:00:02,2,2,-27.44272,153.10899,10843,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,19/08/10 13:28:21,9,8503,0:00:02,2,2,-27.44276,153.10891,10845,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,19/08/10 13:28:23,9,8512,0:00:02,2,2,-27.44281,153.10883,10847,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,19/08/10 13:28:25,9,8521,0:00:02,2,2,-27.44284,153.10876,10849,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,19/08/10 13:28:27,9,8530,0:00:02,2,2,-27.44289,153.10868,10851,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,19/08/10 13:28:29,9,8539,0:00:02,2,2,-27.44293,153.10861,10853,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,19/08/10 13:28:31,8,8548,0:00:02,2,2,-27.44298,153.10853,10855,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,19/08/10 13:28:33,8,8556,0:00:02,2,2,-27.44302,153.10846,10857,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,19/08/10 13:28:35,7,8564,0:00:02,2,2,-27.44305,153.1084,10859,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,19/08/10 13:28:37,7,8571,0:00:02,2,2,-27.44308,153.10833,10861,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,19/08/10 13:28:39,7,8578,0:00:02,2,2,-27.44311,153.10828,10863,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,19/08/10 13:28:41,7,8585,0:00:02,2,2,-27.44314,153.10821,10865,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,19/08/10 13:28:43,7,8592,0:00:02,2,2,-27.44317,153.10815,10867,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,19/08/10 13:28:45,7,8599,0:00:02,2,2,-27.44319,153.10809,10869,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,19/08/10 13:28:47,7,8606,0:00:02,2,2,-27.44321,153.10803,10871,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,19/08/10 13:28:49,7,8613,0:00:02,2,2,-27.44324,153.10797,10873,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,19/08/10 13:28:51,7,8620,0:00:02,2,2,-27.44326,153.10791,10875,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,19/08/10 13:28:53,7,8627,0:00:02,2,2,-27.44329,153.10785,10877,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,19/08/10 13:28:55,7,8634,0:00:02,2,2,-27.44332,153.10779,10879,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,19/08/10 13:28:57,7,8641,0:00:02,2,2,-27.44335,153.10773,10881,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,19/08/10 13:28:59,7,8648,0:00:02,2,2,-27.44338,153.10767,10883,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,19/08/10 13:29:01,7,8655,0:00:02,2,2,-27.44341,153.10761,10885,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,19/08/10 13:29:03,7,8662,0:00:02,2,2,-27.44344,153.10755,10887,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,19/08/10 13:29:05,7,8669,0:00:02,2,2,-27.44347,153.10749,10889,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,19/08/10 13:29:07,7,8676,0:00:02,2,2,-27.44349,153.10743,10891,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,19/08/10 13:29:09,7,8683,0:00:02,2,2,-27.44352,153.10736,10893,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,19/08/10 13:29:11,7,8690,0:00:02,2,2,-27.44355,153.1073,10895,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,19/08/10 13:29:13,7,8697,0:00:02,2,2,-27.44357,153.10724,10897,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,19/08/10 13:29:15,7,8704,0:00:02,2,2,-27.44359,153.10718,10899,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,19/08/10 13:29:17,6,8711,0:00:02,2,2,-27.44362,153.10712,10901,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,19/08/10 13:29:19,6,8717,0:00:02,2,2,-27.44364,153.10706,10903,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,19/08/10 13:29:21,6,8723,0:00:02,2,2,-27.44366,153.107,10905,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,19/08/10 13:29:23,7,8729,0:00:02,2,2,-27.44369,153.10694,10907,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,19/08/10 13:29:25,6,8736,0:00:02,2,2,-27.44371,153.10687,10909,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,19/08/10 13:29:27,7,8742,0:00:02,2,2,-27.44373,153.10681,10911,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,19/08/10 13:29:29,7,8749,0:00:02,2,2,-27.44375,153.10675,10913,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,19/08/10 13:29:31,7,8756,0:00:02,2,2,-27.44378,153.10669,10915,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,19/08/10 13:29:33,7,8763,0:00:02,2,2,-27.4438,153.10663,10917,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,19/08/10 13:29:35,7,8770,0:00:02,2,2,-27.44382,153.10657,10919,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,19/08/10 13:29:37,6,8777,0:00:02,2,2,-27.44384,153.1065,10921,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,19/08/10 13:29:39,6,8783,0:00:02,2,2,-27.44386,153.10644,10923,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,19/08/10 13:29:41,6,8789,0:00:02,2,2,-27.44388,153.10638,10925,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,19/08/10 13:29:43,7,8795,0:00:02,2,2,-27.4439,153.10632,10927,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,19/08/10 13:29:45,7,8802,0:00:02,2,2,-27.44392,153.10626,10929,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,19/08/10 13:29:47,7,8809,0:00:02,2,2,-27.44394,153.10619,10931,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,19/08/10 13:29:49,7,8816,0:00:02,2,2,-27.44396,153.10613,10933,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,19/08/10 13:29:51,6,8823,0:00:02,2,2,-27.44398,153.10607,10935,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,19/08/10 13:29:53,6,8829,0:00:02,2,2,-27.444,153.10601,10937,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,19/08/10 13:29:55,6,8835,0:00:02,2,2,-27.44402,153.10595,10939,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,19/08/10 13:29:57,6,8841,0:00:02,2,2,-27.44403,153.10588,10941,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,19/08/10 13:29:59,6,8847,0:00:02,2,2,-27.44405,153.10582,10943,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,19/08/10 13:30:01,6,8853,0:00:02,2,2,-27.44407,153.10576,10945,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,19/08/10 13:30:03,7,8859,0:00:02,2,2,-27.44409,153.1057,10947,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,19/08/10 13:30:05,6,8866,0:00:02,2,2,-27.44411,153.10564,10949,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,19/08/10 13:30:07,6,8872,0:00:02,2,2,-27.44414,153.10558,10951,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,19/08/10 13:30:09,6,8878,0:00:02,2,2,-27.44416,153.10552,10953,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,19/08/10 13:30:11,6,8884,0:00:02,2,2,-27.44418,153.10546,10955,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,19/08/10 13:30:13,6,8890,0:00:02,2,2,-27.4442,153.1054,10957,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,19/08/10 13:30:15,6,8896,0:00:02,2,2,-27.44423,153.10534,10959,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,19/08/10 13:30:17,6,8902,0:00:02,2,2,-27.44426,153.10528,10961,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,19/08/10 13:30:19,6,8908,0:00:02,2,2,-27.44428,153.10522,10963,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,19/08/10 13:30:21,7,8914,0:00:02,2,2,-27.44431,153.10517,10965,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,19/08/10 13:30:23,7,8921,0:00:02,2,2,-27.44433,153.10511,10967,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,19/08/10 13:30:25,7,8928,0:00:02,2,2,-27.44436,153.10505,10969,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,19/08/10 13:30:27,7,8935,0:00:02,2,2,-27.44438,153.10499,10971,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,19/08/10 13:30:29,7,8942,0:00:02,2,2,-27.4444,153.10493,10973,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,19/08/10 13:30:31,7,8949,0:00:02,2,2,-27.44443,153.10486,10975,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,19/08/10 13:30:33,7,8956,0:00:02,2,2,-27.44445,153.1048,10977,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,19/08/10 13:30:35,7,8963,0:00:02,2,2,-27.44447,153.10474,10979,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,19/08/10 13:30:37,7,8970,0:00:02,2,2,-27.44449,153.10468,10981,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,19/08/10 13:30:39,7,8977,0:00:02,2,2,-27.44451,153.10462,10983,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,19/08/10 13:30:41,7,8984,0:00:02,2,2,-27.44453,153.10455,10985,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,19/08/10 13:30:43,7,8991,0:00:02,2,2,-27.44455,153.10449,10987,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,19/08/10 13:30:45,7,8998,0:00:02,2,2,-27.44457,153.10443,10989,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,19/08/10 13:30:47,6,9005,0:00:02,2,2,-27.44459,153.10436,10991,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,19/08/10 13:30:49,7,9011,0:00:02,2,2,-27.44462,153.1043,10993,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,19/08/10 13:30:51,7,9018,0:00:02,2,2,-27.44464,153.10424,10995,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,19/08/10 13:30:53,7,9025,0:00:02,2,2,-27.44466,153.10418,10997,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,19/08/10 13:30:55,7,9032,0:00:02,2,2,-27.44469,153.10412,10999,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,19/08/10 13:30:57,7,9039,0:00:02,2,2,-27.44471,153.10406,11001,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
